text,label,lang,category,template_id,source
உங்கள் பார்சல் சுங்கத்தில் தடைசெய்யப்பட்ட பொருட்களுடன் நிறுத்தப்பட்டுள்ளது. 24 மணி நேரத்தில் ரூ 999 செலுத்தவும் இல்லையெனில் சட்ட நடவடிக்கை: http://paytm-kyc.link/verify,1,ta,courier_parcel_scam,62,synthetic_seed_v1
Reminder: your electricity bill of Rs 999 is due on 5th. Pay via the official app https://paytm.com,0,en,bill_legit,42,synthetic_seed_v1
"Aapka Rs 2,00,000 ka refund pending hai. Paane ke liye bank details verify karein: http://paytm-kyc.link/verify",1,hi_rom,refund,16,synthetic_seed_v1
"Rs 1,00,000 debited from A/C XXXXX0571 for UPI payment. Not you? Call 08041234567. -PhonePe",0,en,txn_alert,28,synthetic_seed_v1
"Hamare VIP group me judein, 200% return paayein! TradeMax me Rs 1,00,000 jama karein aur 7 din me paisa double: http://bit.ly/win-cash",1,hi_rom,investment_crypto,72,synthetic_seed_v1
வாழ்த்துக்கள்! நீங்கள் Yes Bank லக்கி டிராவில் ரூ 999 வென்றுள்ளீர்கள். இப்போது claim செய்யவும்: http://sbi-verify.xyz/login,1,ta,lottery,14,synthetic_seed_v1
"Hey Rahul, are we still meeting for lunch at 1pm tomorrow?",0,en,chat,45,synthetic_seed_v1
आपका बिजली कनेक्शन आज रात कट जाएगा क्योंकि KYC लंबित है। अभी अपडेट करें या 08041234567 पर कॉल करें: https://rbi-refund.gq/form,1,hi_dev,utility_kyc,81,synthetic_seed_v1
"प्रिय ग्राहक, आपका Yes Bank खाता बंद हो जाएगा। तुरंत KYC अपडेट करें वरना खाता ब्लॉक हो जाएगा: http://icici-netbanking.online/auth",1,hi_dev,kyc,4,synthetic_seed_v1
"Aapko ग्राहक se UPI ke through Rs 9,999 mile hain. -ICICI",0,hi_rom,upi_legit,88,synthetic_seed_v1
Aapka order aaj deliver hoga. Yaha track karein https://onlinesbi.sbi,0,hi_rom,delivery_legit,40,synthetic_seed_v1
"अपना रु 2,00,000 रिफंड पाने के लिए UPI रिक्वेस्ट अप्रूव करें और UPI पिन डालें: http://sbi-verify.xyz/login",1,hi_dev,upi_collect_scam,65,synthetic_seed_v1
"Dear Suresh, your PhonePe account is suspended. Complete KYC immediately or your account will be blocked: http://icici-netbanking.online/auth",1,en,kyc,0,synthetic_seed_v1
Join our VIP group and earn 200% returns! Deposit Rs 750 in LoanKamao and double your money in 7 days: http://sbi-verify.xyz/login,1,en,investment_crypto,71,synthetic_seed_v1
உங்கள் KYC நிலுவையில் இருப்பதால் இன்றிரவு மின் இணைப்பு துண்டிக்கப்படும். இப்போது புதுப்பிக்கவும் அல்லது 9876543210 ஐ அழைக்கவும்: https://secure-bank-login.xyz,1,ta,utility_kyc,82,synthetic_seed_v1
"Kotak support here. We noticed a failed transaction. To reverse it, share the OTP 705621 or install our app from https://hdfc-rewards.click/claim. Call 08041234567.",1,en,fake_customer_care,67,synthetic_seed_v1
"Work from home and earn Rs 9,999 daily! Limited seats. Register now with a small fee: http://icici-netbanking.online/auth",1,en,job_scam,24,synthetic_seed_v1
डॉक्टर ने सोमवार 11 बजे अपॉइंटमेंट कन्फर्म किया है।,0,hi_dev,everyday_legit,107,synthetic_seed_v1
"உங்கள் ரூ 1,00,000 திரும்பப் பணம் நிலுவையில் உள்ளது. பெற வங்கி விவரங்களை சரிபார்க்கவும்: http://sbi-verify.xyz/login",1,ta,refund,115,synthetic_seed_v1
"प्रिय ग्राहक, आपके खाते XXXXX3917 में रु 2,00,000 जमा हुए। उपलब्ध शेष अपडेट किया गया। -HDFC",0,hi_dev,txn_alert,30,synthetic_seed_v1
"CBI se baat kar rahe hain. Aapke naam par money laundering ka case hai. Aap digital arrest me hain, video call mat kaatiye aur Rs 499 verification account me bhejiye: http://bit.ly/win-cash",1,hi_rom,digital_arrest,52,synthetic_seed_v1
"Yes Bank security alert: share the OTP 482913 sent to your phone to verify your account, else it will be deactivated.",1,en,otp_scam,7,synthetic_seed_v1
Work from home and earn Rs 999 daily! Limited seats. Register now with a small fee: http://paytm-kyc.link/verify,1,en,job_scam,24,synthetic_seed_v1
TRAI notice: a parcel with illegal items was seized in your name. Call 9876543210 immediately and do NOT disconnect. Pay Rs 499 for case clearance: https://secure-bank-login.xyz,1,en,digital_arrest,51,synthetic_seed_v1
705621 is your OTP for DigiLocker login. Valid for 10 minutes. Do not share it. https://www.icicibank.com,0,en,govt_service_legit,93,synthetic_seed_v1
"Main Army officer hoon, aapka OLX saman chahiye. Rs 499 QR se bhej raha hoon, receive karne ke liye scan karke approve karein: https://secure-bank-login.xyz",1,hi_rom,marketplace_qr_scam,84,synthetic_seed_v1
"Aapka courier customs me ruka hai. 24 ghante me Rs 1,250 fees bharein warna wapas chala jayega: https://rbi-refund.gq/form",1,hi_rom,delivery_scam,19,synthetic_seed_v1
"आपके Kotak रिवॉर्ड पॉइंट्स जिनकी कीमत रु 50,000 है आज समाप्त हो रहे हैं। अभी रिडीम करें: http://sbi-verify.xyz/login",1,hi_dev,reward_points_expiry,77,synthetic_seed_v1
உங்கள் Paytm கணக்கு முடக்கப்படும். உடனே KYC புதுப்பிக்கவும் இல்லையெனில் கணக்கு நிரந்தரமாக மூடப்படும்: https://secure-bank-login.xyz,1,ta,kyc,112,synthetic_seed_v1
Aapka bijli connection aaj raat kat jayega kyunki KYC pending hai. Abhi update karein ya 9876543210 par call karein: https://rbi-refund.gq/form,1,hi_rom,utility_kyc,80,synthetic_seed_v1
Aapka bijli connection aaj raat kat jayega kyunki KYC pending hai. Abhi update karein ya 08041234567 par call karein: http://sbi-verify.xyz/login,1,hi_rom,utility_kyc,80,synthetic_seed_v1
482913 aapka DigiLocker login OTP hai. 10 minute valid. Kisi ko na batayein. https://www.amazon.in,0,hi_rom,govt_service_legit,94,synthetic_seed_v1
Aapko Suresh se UPI ke through Rs 499 mile hain. -Axis,0,hi_rom,upi_legit,88,synthetic_seed_v1
"Aapka courier customs me ruka hai. 24 ghante me Rs 9,999 fees bharein warna wapas chala jayega: https://kyc-update.top/now",1,hi_rom,delivery_scam,19,synthetic_seed_v1
"வாழ்த்துக்கள்! ஆவணம் இல்லாமல் ரூ 50,000 கடன் முன்அனுமதி பெற்றது. CashBee பதிவிறக்கம் செய்து உடனே பணம் பெறுங்கள்: https://rbi-refund.gq/form",1,ta,instant_loan_app,58,synthetic_seed_v1
"Your parcel is held at customs. Pay Rs 1,250 clearance fee within 24 hours or it will be returned: http://bit.ly/win-cash",1,en,delivery_scam,18,synthetic_seed_v1
आज शाम घर पर डिनर पर आ रहे हो ना?,0,hi_dev,everyday_legit,106,synthetic_seed_v1
Kotak பாதுகாப்பு: உங்கள் கணக்கை சரிபார்க்க OTP 705621 ஐ உடனே பகிரவும் இல்லையெனில் முடக்கப்படும்.,1,ta,otp_scam,113,synthetic_seed_v1
HDFC सेल लाइव है! अगली खरीद पर 499 की छूट। अभी खरीदें https://onlinesbi.sbi,0,hi_dev,promo,38,synthetic_seed_v1
"आपका रु 50,000 का रिफंड लंबित है। इसे पाने के लिए बैंक विवरण सत्यापित करें: https://kyc-update.top/now",1,hi_dev,refund,17,synthetic_seed_v1
"வாழ்த்துக்கள்! ஆவணம் இல்லாமல் ரூ 1,250 கடன் முன்அனுமதி பெற்றது. InstaPaisa பதிவிறக்கம் செய்து உடனே பணம் பெறுங்கள்: http://bit.ly/win-cash",1,ta,instant_loan_app,58,synthetic_seed_v1
"Aapke Paytm reward points jinki value Rs 2,00,000 hai aaj expire ho rahe hain. Abhi redeem karein: https://hdfc-rewards.click/claim",1,hi_rom,reward_points_expiry,76,synthetic_seed_v1
"எங்கள் VIP குழுவில் சேருங்கள், 200% லாபம்! QuickRupee இல் ரூ 499 டெபாசிட் செய்து 7 நாட்களில் பணத்தை இரட்டிப்பாக்குங்கள்: https://kyc-update.top/now",1,ta,investment_crypto,74,synthetic_seed_v1
Happy birthday Priya! Wishing you a great year ahead from all of us at the office.,0,en,everyday_legit,100,synthetic_seed_v1
Reminder: your electricity bill of Rs 499 is due on 5th. Pay via the official app https://www.icicibank.com,0,en,bill_legit,42,synthetic_seed_v1
आपका बिजली कनेक्शन आज रात कट जाएगा क्योंकि KYC लंबित है। अभी अपडेट करें या 9876543210 पर कॉल करें: http://paytm-kyc.link/verify,1,hi_dev,utility_kyc,81,synthetic_seed_v1
482913 உங்கள் SBI உள்நுழைவுக்கான OTP. யாருடனும் பகிர வேண்டாம். -SBI,0,ta,otp_legit,35,synthetic_seed_v1
991204 आपका DigiLocker लॉगिन OTP है। 10 मिनट के लिए वैध। किसी को न बताएं। https://www.amazon.in,0,hi_dev,govt_service_legit,95,synthetic_seed_v1
"customer, kal subah 10 baje meeting hai, time par aa jana.",0,hi_rom,everyday_legit,101,synthetic_seed_v1
Aapko Kavya se UPI ke through Rs 750 mile hain. -HDFC,0,hi_rom,upi_legit,88,synthetic_seed_v1
482913 आपके ICICI लॉगिन के लिए OTP है। इसे किसी के साथ साझा न करें। -ICICI,0,hi_dev,otp_legit,34,synthetic_seed_v1
"இது TRAI. உங்கள் பெயரில் பணமோசடி வழக்கு பதிவாகியுள்ளது. நீங்கள் டிஜிட்டல் கைது செய்யப்பட்டுள்ளீர்கள், வீடியோ அழைப்பை துண்டிக்காதீர்கள், ரூ 2,00,000 அனுப்பவும்: https://secure-bank-login.xyz",1,ta,digital_arrest,54,synthetic_seed_v1
"प्रिय ग्राहक, आपका Kotak खाता बंद हो जाएगा। तुरंत KYC अपडेट करें वरना खाता ब्लॉक हो जाएगा: http://paytm-kyc.link/verify",1,hi_dev,kyc,4,synthetic_seed_v1
"To RECEIVE your refund of Rs 1,00,000, approve the UPI request and enter your UPI PIN now: http://bit.ly/win-cash",1,en,upi_collect_scam,63,synthetic_seed_v1
"बधाई! आपका रु 1,00,000 का लोन बिना दस्तावेज़ के मंज़ूर हो गया। InstaPaisa डाउनलोड करें और तुरंत पैसे पाएं: http://bit.ly/win-cash",1,hi_dev,instant_loan_app,57,synthetic_seed_v1
आपका रु 999 का रिफंड लंबित है। इसे पाने के लिए बैंक विवरण सत्यापित करें: https://kyc-update.top/now,1,hi_dev,refund,17,synthetic_seed_v1
"Rahul, कल सुबह 10 बजे मीटिंग है, समय पर आ जाना।",0,hi_dev,everyday_legit,105,synthetic_seed_v1
आपका कूरियर कस्टम में रुका है और इसमें प्रतिबंधित सामान है। 24 घंटे में रु 499 क्लीयरेंस भरें वरना कानूनी कार्रवाई होगी: http://sbi-verify.xyz/login,1,hi_dev,courier_parcel_scam,61,synthetic_seed_v1
SBI सुरक्षा: अपना खाता सत्यापित करने के लिए OTP 338190 तुरंत बताएं अन्यथा खाता निष्क्रिय हो जाएगा।,1,hi_dev,otp_scam,9,synthetic_seed_v1
ICICI सेल लाइव है! अगली खरीद पर 499 की छूट। अभी खरीदें https://paytm.com,0,hi_dev,promo,38,synthetic_seed_v1
"Ghar baithe Rs 1,00,000 roz kamayein! Seats limited hain. Choti si fees ke saath register karein: https://kyc-update.top/now",1,hi_rom,job_scam,25,synthetic_seed_v1
"प्रिय उपभोक्ता, बिल अपडेट न होने के कारण आज रात आपकी बिजली काट दी जाएगी। तुरंत 08041234567 पर संपर्क करें http://bit.ly/win-cash",1,hi_dev,electricity,23,synthetic_seed_v1
अनुस्मारक: आपका रु 999 का बिजली बिल 5 तारीख को देय है। आधिकारिक ऐप से भुगतान करें https://netbanking.hdfcbank.com,0,hi_dev,bill_legit,44,synthetic_seed_v1
Your refund of Rs 499 is pending. Verify your bank details to receive it: https://hdfc-rewards.click/claim,1,en,refund,15,synthetic_seed_v1
"प्रिय ग्राहक, आपके खाते XXXXX1042 में रु 9,999 जमा हुए। उपलब्ध शेष अपडेट किया गया। -ICICI",0,hi_dev,txn_alert,30,synthetic_seed_v1
Your PhonePe reward points worth Rs 499 expire TODAY. Redeem instantly here: http://bit.ly/win-cash,1,en,reward_points_expiry,75,synthetic_seed_v1
"Got the documents, thanks! I'll review them tonight and call you.",0,en,chat,46,synthetic_seed_v1
"Badhai ho! Aap Yes Bank lucky draw me Rs 1,00,000 jeet gaye hain. Abhi claim karein: https://hdfc-rewards.click/claim",1,hi_rom,lottery,12,synthetic_seed_v1
SBI सपोर्ट से। आपका लेनदेन विफल हुआ है। इसे वापस करने के लिए OTP 705621 बताएं या http://sbi-verify.xyz/login से ऐप इंस्टॉल करें। कॉल 18001234।,1,hi_dev,fake_customer_care,69,synthetic_seed_v1
"I am an Army officer interested in your OLX item. I will send Rs 1,250 via this QR — just scan and approve to receive the money: https://rbi-refund.gq/form",1,en,marketplace_qr_scam,83,synthetic_seed_v1
"ICICI sale shuru! Agli kharidari par 1,250 ki chhoot. Abhi kharidein https://www.icicibank.com",0,hi_rom,promo,37,synthetic_seed_v1
"Customs Department notice: a parcel with illegal items was seized in your name. Call 18001234 immediately and do NOT disconnect. Pay Rs 50,000 for case clearance: https://kyc-update.top/now",1,en,digital_arrest,51,synthetic_seed_v1
Yes Bank ஆதரவு. உங்கள் பரிவர்த்தனை தோல்வியடைந்தது. மாற்ற OTP 991204 பகிரவும் அல்லது https://kyc-update.top/now இல் இருந்து செயலியை நிறுவவும். 1800111 ஐ அழைக்கவும்.,1,ta,fake_customer_care,70,synthetic_seed_v1
Aapka Kotak khata XXXXX1042 suspend kar diya gaya hai. Abhi KYC complete karein: https://secure-bank-login.xyz,1,hi_rom,kyc,3,synthetic_seed_v1
अनुस्मारक: आपका रु 750 का बिजली बिल 5 तारीख को देय है। आधिकारिक ऐप से भुगतान करें https://netbanking.hdfcbank.com,0,hi_dev,bill_legit,44,synthetic_seed_v1
"Work from home and earn Rs 2,00,000 daily! Limited seats. Register now with a small fee: http://bit.ly/win-cash",1,en,job_scam,24,synthetic_seed_v1
"You have received Rs 2,00,000 from Kavya via UPI. -Yes Bank",0,en,upi_legit,87,synthetic_seed_v1
आपका पार्सल कस्टम में रुका है। 24 घंटे में रु 499 शुल्क भरें अन्यथा वापस भेज दिया जाएगा: https://rbi-refund.gq/form,1,hi_dev,delivery_scam,20,synthetic_seed_v1
உங்கள் பார்சல் சுங்கத்தில் தடைசெய்யப்பட்ட பொருட்களுடன் நிறுத்தப்பட்டுள்ளது. 24 மணி நேரத்தில் ரூ 999 செலுத்தவும் இல்லையெனில் சட்ட நடவடிக்கை: http://sbi-verify.xyz/login,1,ta,courier_parcel_scam,62,synthetic_seed_v1
"Aapke Kotak reward points jinki value Rs 1,00,000 hai aaj expire ho rahe hain. Abhi redeem karein: http://icici-netbanking.online/auth",1,hi_rom,reward_points_expiry,76,synthetic_seed_v1
"Reminder: your electricity bill of Rs 1,250 is due on 5th. Pay via the official app https://netbanking.hdfcbank.com",0,en,bill_legit,42,synthetic_seed_v1
"ஹாய் Kavya, நாளை மதியம் ஒன்றாக சந்திக்கலாமா?",0,ta,chat,119,synthetic_seed_v1
Aapko Rahul se UPI ke through Rs 999 mile hain. -Kotak,0,hi_rom,upi_legit,88,synthetic_seed_v1
"PhonePe Sale is live! Flat 50,000 off on your next purchase. Shop now at https://paytm.com",0,en,promo,36,synthetic_seed_v1
"நான் ராணுவ அதிகாரி, உங்கள் OLX பொருள் வேண்டும். ரூ 1,00,000 QR மூலம் அனுப்புகிறேன், பெற ஸ்கேன் செய்து அங்கீகரிக்கவும்: http://sbi-verify.xyz/login",1,ta,marketplace_qr_scam,86,synthetic_seed_v1
Kotak சலுகை! இன்று எலெக்ட்ரானிக்ஸ் பொருட்களில் தள்ளுபடி. இப்போது வாங்குங்கள்: https://www.icicibank.com,0,ta,promo,118,synthetic_seed_v1
"PhonePe support here. We noticed a failed transaction. To reverse it, share the OTP 482913 or install our app from https://hdfc-rewards.click/claim. Call 9876543210.",1,en,fake_customer_care,67,synthetic_seed_v1
"हमारे VIP ग्रुप में जुड़ें, 200% रिटर्न पाएं! TradeMax में रु 1,250 जमा करें और 7 दिन में पैसा डबल: https://secure-bank-login.xyz",1,hi_dev,investment_crypto,73,synthetic_seed_v1
"आपका पार्सल कस्टम में रुका है। 24 घंटे में रु 50,000 शुल्क भरें अन्यथा वापस भेज दिया जाएगा: http://paytm-kyc.link/verify",1,hi_dev,delivery_scam,20,synthetic_seed_v1
"प्रिय उपभोक्ता, बिल अपडेट न होने के कारण आज रात आपकी बिजली काट दी जाएगी। तुरंत 1800111 पर संपर्क करें http://bit.ly/win-cash",1,hi_dev,electricity,23,synthetic_seed_v1
You have received Rs 499 from customer via UPI. -Paytm,0,en,upi_legit,87,synthetic_seed_v1
உங்கள் PhonePe கணக்கு முடக்கப்படும். உடனே KYC புதுப்பிக்கவும் இல்லையெனில் கணக்கு நிரந்தரமாக மூடப்படும்: https://kyc-update.top/now,1,ta,kyc,112,synthetic_seed_v1
"Aapka courier customs me ruka hai, isme banned saman hai. 24 ghante me Rs 9,999 clearance bhare warna legal action hoga: https://rbi-refund.gq/form",1,hi_rom,courier_parcel_scam,60,synthetic_seed_v1
"உங்கள் பார்சல் சுங்கத்தில் தடைசெய்யப்பட்ட பொருட்களுடன் நிறுத்தப்பட்டுள்ளது. 24 மணி நேரத்தில் ரூ 50,000 செலுத்தவும் இல்லையெனில் சட்ட நடவடிக்கை: https://secure-bank-login.xyz",1,ta,courier_parcel_scam,62,synthetic_seed_v1
வாழ்த்துக்கள்! நீங்கள் Paytm லக்கி டிராவில் ரூ 999 வென்றுள்ளீர்கள். இப்போது claim செய்யவும்: http://bit.ly/win-cash,1,ta,lottery,114,synthetic_seed_v1
வாழ்த்துக்கள்! நீங்கள் SBI லக்கி டிராவில் ரூ 499 வென்றுள்ளீர்கள். இப்போது claim செய்யவும்: https://hdfc-rewards.click/claim,1,ta,lottery,114,synthetic_seed_v1
"Congrats! Your loan of Rs 9,999 is pre-approved with zero documents. Download RupeeFast and get instant cash: http://paytm-kyc.link/verify",1,en,instant_loan_app,55,synthetic_seed_v1
வாழ்த்துக்கள்! ஆவணம் இல்லாமல் ரூ 999 கடன் முன்அனுமதி பெற்றது. RupeeFast பதிவிறக்கம் செய்து உடனே பணம் பெறுங்கள்: http://paytm-kyc.link/verify,1,ta,instant_loan_app,58,synthetic_seed_v1
HDFC sale shuru! Agli kharidari par 499 ki chhoot. Abhi kharidein https://onlinesbi.sbi,0,hi_rom,promo,37,synthetic_seed_v1
Paytm Sale is live! Flat 499 off on your next purchase. Shop now at https://paytm.com,0,en,promo,36,synthetic_seed_v1
Apna Rs 750 refund paane ke liye UPI request approve karein aur UPI PIN daalein: http://bit.ly/win-cash,1,hi_rom,upi_collect_scam,64,synthetic_seed_v1
आपका रु 750 का रिफंड लंबित है। इसे पाने के लिए बैंक विवरण सत्यापित करें: http://paytm-kyc.link/verify,1,hi_dev,refund,17,synthetic_seed_v1
"प्रिय ग्राहक, आपके खाते XXXXX7766 में रु 1,250 जमा हुए। उपलब्ध शेष अपडेट किया गया। -Axis",0,hi_dev,txn_alert,30,synthetic_seed_v1
"प्रिय ग्राहक, आपका HDFC खाता बंद हो जाएगा। तुरंत KYC अपडेट करें वरना खाता ब्लॉक हो जाएगा: https://rbi-refund.gq/form",1,hi_dev,kyc,4,synthetic_seed_v1
"Badhai ho! Aap Kotak lucky draw me Rs 50,000 jeet gaye hain. Abhi claim karein: http://icici-netbanking.online/auth",1,hi_rom,lottery,12,synthetic_seed_v1
Kotak सपोर्ट से। आपका लेनदेन विफल हुआ है। इसे वापस करने के लिए OTP 482913 बताएं या http://sbi-verify.xyz/login से ऐप इंस्टॉल करें। कॉल 18001234।,1,hi_dev,fake_customer_care,69,synthetic_seed_v1
"நான் ராணுவ அதிகாரி, உங்கள் OLX பொருள் வேண்டும். ரூ 50,000 QR மூலம் அனுப்புகிறேன், பெற ஸ்கேன் செய்து அங்கீகரிக்கவும்: http://sbi-verify.xyz/login",1,ta,marketplace_qr_scam,86,synthetic_seed_v1
"Aapka Rs 50,000 ka refund pending hai. Paane ke liye bank details verify karein: http://sbi-verify.xyz/login",1,hi_rom,refund,16,synthetic_seed_v1
"Aapka courier customs me ruka hai, isme banned saman hai. 24 ghante me Rs 9,999 clearance bhare warna legal action hoga: https://hdfc-rewards.click/claim",1,hi_rom,courier_parcel_scam,60,synthetic_seed_v1
Yaad dilaye: aapka Rs 750 ka bijli bill 5 tarikh ko due hai. Official app se bharein https://www.amazon.in,0,hi_rom,bill_legit,43,synthetic_seed_v1
Aapka PhonePe khata XXXXX7766 suspend kar diya gaya hai. Abhi KYC complete karein: http://bit.ly/win-cash,1,hi_rom,kyc,3,synthetic_seed_v1
आपका पार्सल कस्टम में रुका है। 24 घंटे में रु 499 शुल्क भरें अन्यथा वापस भेज दिया जाएगा: http://bit.ly/win-cash,1,hi_dev,delivery_scam,20,synthetic_seed_v1
உங்கள் ICICI கணக்கு முடக்கப்படும். உடனே KYC புதுப்பிக்கவும் இல்லையெனில் கணக்கு நிரந்தரமாக மூடப்படும்: https://kyc-update.top/now,1,ta,kyc,112,synthetic_seed_v1
Reminder: your electricity bill of Rs 999 is due on 5th. Pay via the official app https://onlinesbi.sbi,0,en,bill_legit,42,synthetic_seed_v1
बधाई! आपका रु 750 का लोन बिना दस्तावेज़ के मंज़ूर हो गया। CashBee डाउनलोड करें और तुरंत पैसे पाएं: https://kyc-update.top/now,1,hi_dev,instant_loan_app,57,synthetic_seed_v1
338190 aapka DigiLocker login OTP hai. 10 minute valid. Kisi ko na batayein. https://www.amazon.in,0,hi_rom,govt_service_legit,94,synthetic_seed_v1
आपको Kavya से UPI के माध्यम से रु 499 प्राप्त हुए हैं। -HDFC,0,hi_dev,upi_legit,89,synthetic_seed_v1
705621 is your OTP for Yes Bank login. Do NOT share it with anyone. -Yes Bank,0,en,otp_legit,32,synthetic_seed_v1
"நான் ராணுவ அதிகாரி, உங்கள் OLX பொருள் வேண்டும். ரூ 2,00,000 QR மூலம் அனுப்புகிறேன், பெற ஸ்கேன் செய்து அங்கீகரிக்கவும்: http://icici-netbanking.online/auth",1,ta,marketplace_qr_scam,86,synthetic_seed_v1
ICICI सुरक्षा: अपना खाता सत्यापित करने के लिए OTP 650017 तुरंत बताएं अन्यथा खाता निष्क्रिय हो जाएगा।,1,hi_dev,otp_scam,9,synthetic_seed_v1
Your FedEx parcel is held at customs and contains banned items. Pay Rs 750 clearance within 24 hours or face legal action: https://rbi-refund.gq/form,1,en,courier_parcel_scam,59,synthetic_seed_v1
HDFC ஆதரவு. உங்கள் பரிவர்த்தனை தோல்வியடைந்தது. மாற்ற OTP 705621 பகிரவும் அல்லது http://paytm-kyc.link/verify இல் இருந்து செயலியை நிறுவவும். 1800111 ஐ அழைக்கவும்.,1,ta,fake_customer_care,70,synthetic_seed_v1
"Reminder: your electricity bill of Rs 1,00,000 is due on 5th. Pay via the official app https://paytm.com",0,en,bill_legit,42,synthetic_seed_v1
"You have received Rs 1,00,000 from ग्राहक via UPI. -ICICI",0,en,upi_legit,87,synthetic_seed_v1
"இது CBI. உங்கள் பெயரில் பணமோசடி வழக்கு பதிவாகியுள்ளது. நீங்கள் டிஜிட்டல் கைது செய்யப்பட்டுள்ளீர்கள், வீடியோ அழைப்பை துண்டிக்காதீர்கள், ரூ 2,00,000 அனுப்பவும்: http://paytm-kyc.link/verify",1,ta,digital_arrest,54,synthetic_seed_v1
"प्रिय उपभोक्ता, बिल अपडेट न होने के कारण आज रात आपकी बिजली काट दी जाएगी। तुरंत 08041234567 पर संपर्क करें https://secure-bank-login.xyz",1,hi_dev,electricity,23,synthetic_seed_v1
"प्रिय ग्राहक, आपका Axis खाता बंद हो जाएगा। तुरंत KYC अपडेट करें वरना खाता ब्लॉक हो जाएगा: https://kyc-update.top/now",1,hi_dev,kyc,4,synthetic_seed_v1
"Dear consumer, your electricity will be disconnected tonight as your bill is not updated. Call 08041234567 immediately https://rbi-refund.gq/form",1,en,electricity,21,synthetic_seed_v1
आपका ऑर्डर डिलीवरी के लिए निकल गया है। डिलीवरी एजेंट को OTP 991204 दें। ट्रैक करें: https://paytm.com,0,hi_dev,ecommerce_legit,92,synthetic_seed_v1
Aaj raat aapki bijli kaat di jayegi kyunki bill update nahi hua. Turant 18001234 par call karein http://bit.ly/win-cash,1,hi_rom,electricity,22,synthetic_seed_v1
"Ghar baithe Rs 9,999 roz kamayein! Seats limited hain. Choti si fees ke saath register karein: http://sbi-verify.xyz/login",1,hi_rom,job_scam,25,synthetic_seed_v1
"Your parcel is held at customs. Pay Rs 9,999 clearance fee within 24 hours or it will be returned: https://hdfc-rewards.click/claim",1,en,delivery_scam,18,synthetic_seed_v1
"आपको Rahul से UPI के माध्यम से रु 9,999 प्राप्त हुए हैं। -SBI",0,hi_dev,upi_legit,89,synthetic_seed_v1
"Hi, your appointment with Dr. Kavya is confirmed for Monday 11 AM at the clinic.",0,en,everyday_legit,96,synthetic_seed_v1
Your refund of Rs 750 is pending. Verify your bank details to receive it: http://paytm-kyc.link/verify,1,en,refund,15,synthetic_seed_v1
"உங்கள் கணக்கு XXXXX0571 இல் ரூ 2,00,000 வரவு வைக்கப்பட்டது. இருப்பு புதுப்பிக்கப்பட்டது. -PhonePe",0,ta,txn_alert,31,synthetic_seed_v1
जरूरी सूचना: आपका ICICI खाता XXXXX1042 केवाईसी अधूरी होने के कारण बंद किया जा रहा है। अभी सत्यापित करें https://secure-bank-login.xyz,1,hi_dev,kyc,5,synthetic_seed_v1
URGENT: Axis A/C XXXXX7766 blocked due to incomplete KYC. Update now to avoid permanent closure http://icici-netbanking.online/auth,1,en,kyc,1,synthetic_seed_v1
Happy birthday Kavya! Wishing you a great year ahead from all of us at the office.,0,en,everyday_legit,100,synthetic_seed_v1
अपना रु 499 रिफंड पाने के लिए UPI रिक्वेस्ट अप्रूव करें और UPI पिन डालें: http://sbi-verify.xyz/login,1,hi_dev,upi_collect_scam,65,synthetic_seed_v1
"आपको Priya से UPI के माध्यम से रु 2,00,000 प्राप्त हुए हैं। -ICICI",0,hi_dev,upi_legit,89,synthetic_seed_v1
650017 உங்கள் Axis உள்நுழைவுக்கான OTP. யாருடனும் பகிர வேண்டாம். -Axis,0,ta,otp_legit,35,synthetic_seed_v1
"यह Cyber Crime Branch है। आपके खाते पर मनी लॉन्ड्रिंग का मामला दर्ज है। आप डिजिटल अरेस्ट में हैं, वीडियो कॉल न काटें और रु 499 वेरिफिकेशन खाते में भेजें: https://hdfc-rewards.click/claim",1,hi_dev,digital_arrest,53,synthetic_seed_v1
आपका बिजली कनेक्शन आज रात कट जाएगा क्योंकि KYC लंबित है। अभी अपडेट करें या 1800111 पर कॉल करें: https://kyc-update.top/now,1,hi_dev,utility_kyc,81,synthetic_seed_v1
"Your Axis reward points worth Rs 1,250 expire TODAY. Redeem instantly here: https://secure-bank-login.xyz",1,en,reward_points_expiry,75,synthetic_seed_v1
Aapka order delivery ke liye nikal gaya hai. Delivery agent ko OTP 705621 dein. Track: https://paytm.com,0,hi_rom,ecommerce_legit,91,synthetic_seed_v1
"Meena, நாளை காலை 10 மணிக்கு கூட்டம் உள்ளது, சரியான நேரத்தில் வாருங்கள்.",0,ta,everyday_legit,109,synthetic_seed_v1
HDFC பாதுகாப்பு: உங்கள் கணக்கை சரிபார்க்க OTP 482913 ஐ உடனே பகிரவும் இல்லையெனில் முடக்கப்படும்.,1,ta,otp_scam,113,synthetic_seed_v1
"Badhai ho! Aap HDFC lucky draw me Rs 1,250 jeet gaye hain. Abhi claim karein: https://hdfc-rewards.click/claim",1,hi_rom,lottery,12,synthetic_seed_v1
"Dear Priya, your A/C XXXXX7766 is credited with Rs 1,250 on 27JUN. Avl Bal updated. -PhonePe",0,en,txn_alert,27,synthetic_seed_v1
